occupancy_date,occupied_beds,occupied_rooms,location_city,sector,program_model,service_user_count,occupancy_rate_rooms,capacity_actual_room,overnight_service_type
2022-03-28,9,NA,Toronto,Women,Emergency,9,NA,NA,Shelter
2022-03-28,74,NA,Toronto,Women,Emergency,74,NA,NA,Shelter
2022-03-28,55,NA,Scarborough,Mixed Adult,Emergency,55,NA,NA,24-Hour Respite Site
2022-03-28,NA,33,Toronto,Mixed Adult,Emergency,39,100,33,Motel/Hotel Shelter
2022-03-28,20,NA,Toronto,Men,Emergency,20,NA,NA,Shelter
2022-03-28,1,NA,Toronto,Youth,Transitional,1,NA,NA,Shelter
2022-03-28,NA,42,Toronto,Youth,Emergency,42,100,42,Motel/Hotel Shelter
2022-03-28,49,NA,Toronto,Youth,Emergency,49,NA,NA,Shelter
2022-03-28,27,NA,Toronto,Youth,Transitional,27,NA,NA,Shelter
2022-03-28,44,NA,Toronto,Mixed Adult,Emergency,44,NA,NA,24-Hour Respite Site
2022-03-28,49,NA,Scarborough,Mixed Adult,Emergency,49,NA,NA,24-Hour Respite Site
2022-03-28,NA,224,Toronto,Mixed Adult,Emergency,244,97.39,230,Motel/Hotel Shelter
2022-03-28,41,NA,Toronto,Mixed Adult,Emergency,41,NA,NA,Shelter
2022-03-28,NA,90,Toronto,Mixed Adult,Emergency,90,100,90,Motel/Hotel Shelter
2022-03-28,NA,48,Toronto,Mixed Adult,Emergency,51,97.96,49,Motel/Hotel Shelter
2022-03-28,22,NA,Toronto,Men,Emergency,22,NA,NA,Shelter
2022-03-28,45,NA,Toronto,Youth,Transitional,45,NA,NA,Shelter
2022-03-28,16,NA,Toronto,Youth,Emergency,16,NA,NA,Shelter
2022-03-28,NA,39,Toronto,Youth,Emergency,39,97.5,40,Motel/Hotel Shelter
2022-03-28,4,NA,Toronto,Mixed Adult,Transitional,4,NA,NA,Shelter
2022-03-28,8,NA,Toronto,Mixed Adult,Transitional,8,NA,NA,Shelter
2022-03-28,36,NA,Toronto,Women,Transitional,36,NA,NA,Shelter
2022-03-28,24,NA,Toronto,Women,Transitional,24,NA,NA,Shelter
2022-03-28,43,NA,Toronto,Women,Emergency,43,NA,NA,24-Hour Women's Drop-in
2022-03-28,23,NA,Toronto,Women,Emergency,23,NA,NA,Shelter
2022-03-28,54,NA,Toronto,Mixed Adult,Emergency,54,NA,NA,Shelter
2022-03-28,NA,268,North York,Mixed Adult,Emergency,278,100,268,Motel/Hotel Shelter
2022-03-28,45,NA,Toronto,Mixed Adult,Emergency,45,NA,NA,24-Hour Respite Site
2022-03-28,5,NA,Toronto,Youth,Emergency,5,NA,NA,Shelter
2022-03-28,24,NA,Toronto,Youth,Transitional,24,NA,NA,Shelter
2022-03-28,23,NA,Toronto,Men,Transitional,23,NA,NA,Shelter
2022-03-28,25,NA,Toronto,Men,Emergency,25,NA,NA,Shelter
2022-03-28,5,NA,Toronto,Men,Transitional,5,NA,NA,Shelter
2022-03-28,NA,46,Toronto,Men,Emergency,46,100,46,Motel/Hotel Shelter
2022-03-28,45,NA,Toronto,Women,Emergency,45,NA,NA,Shelter
2022-03-28,NA,93,Toronto,Mixed Adult,Emergency,102,100,93,Motel/Hotel Shelter
2022-03-28,53,NA,Toronto,Mixed Adult,Emergency,53,NA,NA,Shelter
2022-03-28,18,NA,Toronto,Men,Emergency,18,NA,NA,Shelter
2022-03-28,28,NA,Toronto,Women,Emergency,28,NA,NA,Shelter
2022-03-28,54,NA,Scarborough,Mixed Adult,Emergency,54,NA,NA,Shelter
2022-03-28,NA,84,Toronto,Mixed Adult,Transitional,84,100,84,Motel/Hotel Shelter
2022-03-28,NA,220,Toronto,Mixed Adult,Emergency,245,100,220,Motel/Hotel Shelter
2022-03-28,NA,274,Scarborough,Mixed Adult,Emergency,309,100,274,Motel/Hotel Shelter
2022-03-28,60,NA,North York,Mixed Adult,Emergency,60,NA,NA,Warming Centre
2022-03-28,29,NA,Toronto,Mixed Adult,Emergency,29,NA,NA,Warming Centre
2022-03-28,36,NA,Toronto,Mixed Adult,Emergency,36,NA,NA,24-Hour Respite Site
2022-03-28,48,NA,Toronto,Mixed Adult,Emergency,48,NA,NA,Shelter
2022-03-28,36,NA,Toronto,Mixed Adult,Emergency,36,NA,NA,Shelter
2022-03-28,130,NA,North York,Men,Emergency,130,NA,NA,Shelter
2022-03-28,35,NA,North York,Women,Emergency,35,NA,NA,Shelter
2022-03-28,18,NA,Toronto,Youth,Emergency,18,NA,NA,Shelter
2022-03-28,NA,43,Scarborough,Youth,Emergency,43,95.56,45,Motel/Hotel Shelter
2022-03-28,14,NA,Toronto,Youth,Emergency,14,NA,NA,Shelter
2022-03-28,27,NA,Toronto,Mixed Adult,Emergency,27,NA,NA,24-Hour Respite Site
2022-03-28,44,NA,Toronto,Men,Emergency,44,NA,NA,Shelter
2022-03-28,12,NA,Toronto,Men,Transitional,12,NA,NA,Shelter
2022-03-28,6,NA,Toronto,Youth,Emergency,6,NA,NA,Shelter
2022-03-28,NA,12,Toronto,Youth,Emergency,12,85.71,14,Motel/Hotel Shelter
2022-03-28,19,NA,Toronto,Women,Emergency,19,NA,NA,24-Hour Women's Drop-in
2022-03-28,15,NA,Toronto,Women,Transitional,15,NA,NA,Shelter
2022-03-28,20,NA,Toronto,Women,Emergency,20,NA,NA,Shelter
2022-03-28,27,NA,Toronto,Women,Emergency,27,NA,NA,Shelter
2022-03-28,25,NA,Toronto,Women,Transitional,25,NA,NA,Shelter
2022-03-28,19,NA,Toronto,Mixed Adult,Emergency,19,NA,NA,24-Hour Respite Site
2022-03-28,43,NA,Toronto,Mixed Adult,Emergency,43,NA,NA,24-Hour Respite Site
2022-03-28,NA,31,Toronto,Men,Emergency,31,100,31,Motel/Hotel Shelter
2022-03-28,28,NA,Toronto,Women,Emergency,28,NA,NA,Shelter
2022-03-28,NA,33,Toronto,Women,Emergency,47,100,33,Motel/Hotel Shelter
2022-03-28,NA,66,Toronto,Families,Transitional,221,100,66,Shelter
2022-03-28,67,NA,Toronto,Mixed Adult,Emergency,67,NA,NA,Shelter
2022-03-28,NA,20,Toronto,Families,Transitional,58,86.96,23,Shelter
2022-03-28,49,NA,Toronto,Women,Emergency,49,NA,NA,Shelter
2022-03-28,NA,74,North York,Women,Emergency,74,100,74,Motel/Hotel Shelter
2022-03-28,53,NA,Toronto,Men,Emergency,53,NA,NA,Shelter
2022-03-28,NA,129,Scarborough,Men,Emergency,129,100,129,Motel/Hotel Shelter
2022-03-28,225,NA,Toronto,Men,Emergency,225,NA,NA,Shelter
2022-03-28,36,NA,Toronto,Men,Emergency,36,NA,NA,Shelter
2022-03-28,NA,77,North York,Men,Emergency,77,100,77,Motel/Hotel Shelter
2022-03-28,39,NA,Toronto,Men,Emergency,39,NA,NA,Shelter
2022-03-28,30,NA,Toronto,Women,Emergency,30,NA,NA,Shelter
2022-03-28,50,NA,Toronto,Men,Emergency,50,NA,NA,Shelter
2022-03-28,NA,3,Toronto,Families,Emergency,12,100,3,Shelter
2022-03-28,6,NA,Toronto,Mixed Adult,Emergency,6,NA,NA,Shelter
2022-03-28,16,NA,Toronto,Youth,Emergency,16,NA,NA,Shelter
2022-03-28,34,NA,Toronto,Mixed Adult,Emergency,34,NA,NA,24-Hour Respite Site
2022-03-28,10,NA,,Women,Emergency,10,NA,NA,Shelter
2022-03-28,NA,26,Toronto,Families,Emergency,96,100,26,Shelter
2022-03-28,18,NA,Toronto,Youth,Emergency,18,NA,NA,Shelter
2022-03-28,NA,40,Toronto,Youth,Emergency,40,95.24,42,Motel/Hotel Shelter
2022-03-28,22,NA,Toronto,Youth,Transitional,22,NA,NA,Shelter
2022-03-28,24,NA,Toronto,Women,Emergency,24,NA,NA,Shelter
2022-03-28,23,NA,Toronto,Youth,Emergency,23,NA,NA,Shelter
2022-03-28,19,NA,Toronto,Women,Emergency,19,NA,NA,Shelter
2022-03-28,20,NA,Toronto,Youth,Emergency,20,NA,NA,Shelter
2022-03-28,23,NA,Etobicoke,Youth,Emergency,23,NA,NA,Shelter
2022-03-28,14,NA,Etobicoke,Youth,Transitional,14,NA,NA,Shelter
2022-03-28,10,NA,Scarborough,Youth,Emergency,10,NA,NA,Shelter
2022-03-28,31,NA,Scarborough,Youth,Transitional,31,NA,NA,Shelter
2022-03-29,NA,52,Toronto,Families,Emergency,208,98.11,53,Motel/Hotel Shelter
2022-03-29,NA,14,Toronto,Mixed Adult,Emergency,26,100,14,Motel/Hotel Shelter
2022-03-29,8,NA,Toronto,Mixed Adult,Emergency,8,NA,NA,Shelter
2022-03-29,NA,86,North York,Families,Emergency,253,100,86,Motel/Hotel Shelter
2022-03-29,NA,118,North York,Families,Emergency,390,100,118,Motel/Hotel Shelter
2022-03-29,NA,13,North York,Mixed Adult,Emergency,13,100,13,Motel/Hotel Shelter
2022-03-29,NA,149,Etobicoke,Mixed Adult,Emergency,154,100,149,Motel/Hotel Shelter
2022-03-29,NA,39,Toronto,Men,Emergency,39,100,39,Motel/Hotel Shelter
2022-03-29,33,NA,Toronto,Men,Emergency,33,NA,NA,Shelter
2022-03-29,15,NA,Toronto,Men,Emergency,15,NA,NA,Shelter
2022-03-29,NA,22,Toronto,Families,Emergency,57,100,22,Shelter
2022-03-29,NA,63,Toronto,Families,Emergency,215,96.92,65,Shelter
2022-03-29,NA,12,North York,Families,Emergency,24,100,12,Motel/Hotel Shelter
2022-03-29,NA,82,North York,Mixed Adult,Emergency,82,98.8,83,Motel/Hotel Shelter
2022-03-29,NA,13,North York,Families,Emergency,25,100,13,Motel/Hotel Shelter
2022-03-29,NA,75,North York,Mixed Adult,Emergency,75,100,75,Motel/Hotel Shelter
2022-03-29,12,NA,Toronto,Men,Transitional,12,NA,NA,Shelter
2022-03-29,NA,71,Toronto,Mixed Adult,Emergency,135,100,71,Motel/Hotel Shelter
2022-03-29,NA,100,Scarborough,Women,Emergency,100,100,100,Motel/Hotel Shelter
2022-03-29,NA,43,Toronto,Families,Emergency,163,100,43,Shelter
2022-03-29,NA,25,Toronto,Families,Emergency,79,100,25,Motel/Hotel Shelter
2022-03-29,NA,20,Toronto,Families,Emergency,38,100,20,Motel/Hotel Shelter
2022-03-29,NA,20,Toronto,Families,Emergency,48,100,20,Motel/Hotel Shelter
2022-03-29,5,NA,Toronto,Men,Emergency,5,NA,NA,Shelter
2022-03-29,36,NA,Toronto,Men,Transitional,36,NA,NA,Shelter
2022-03-29,NA,67,Vaughan,Mixed Adult,Emergency,72,98.53,68,Motel/Hotel Shelter
2022-03-29,24,NA,Toronto,Men,Transitional,24,NA,NA,Shelter
2022-03-29,NA,35,Toronto,Families,Emergency,93,100,35,Shelter
2022-03-29,NA,4,,Mixed Adult,Emergency,4,6.45,62,Isolation/Recovery Site
2022-03-29,NA,23,Scarborough,Mixed Adult,Emergency,46,100,23,Motel/Hotel Shelter
2022-03-29,89,NA,Toronto,Mixed Adult,Transitional,89,NA,NA,Shelter
2022-03-29,50,NA,Toronto,Men,Emergency,50,NA,NA,Shelter
2022-03-29,43,NA,Toronto,Men,Emergency,43,NA,NA,Shelter
2022-03-29,10,NA,Toronto,Men,Emergency,10,NA,NA,Shelter
2022-03-29,81,NA,Toronto,Men,Emergency,81,NA,NA,Shelter
2022-03-29,66,NA,Toronto,Men,Emergency,66,NA,NA,Shelter
2022-03-29,18,NA,Toronto,Men,Transitional,18,NA,NA,Shelter
2022-03-29,10,NA,Toronto,Men,Emergency,10,NA,NA,Shelter
2022-03-29,53,NA,Toronto,Men,Emergency,53,NA,NA,Shelter
2022-03-29,15,NA,Toronto,Mixed Adult,Emergency,15,NA,NA,Warming Centre
2022-03-29,11,NA,Toronto,Mixed Adult,Transitional,11,NA,NA,Shelter
2022-03-29,NA,63,Toronto,Mixed Adult,Emergency,68,100,63,Motel/Hotel Shelter
2022-03-29,6,NA,Toronto,Women,Emergency,6,NA,NA,Shelter
2022-03-29,73,NA,Toronto,Women,Emergency,73,NA,NA,Shelter
2022-03-29,55,NA,Scarborough,Mixed Adult,Emergency,55,NA,NA,24-Hour Respite Site
2022-03-29,NA,33,Toronto,Mixed Adult,Emergency,39,100,33,Motel/Hotel Shelter
2022-03-29,20,NA,Toronto,Men,Emergency,20,NA,NA,Shelter
2022-03-29,1,NA,Toronto,Youth,Transitional,1,NA,NA,Shelter
2022-03-29,NA,41,Toronto,Youth,Emergency,41,97.62,42,Motel/Hotel Shelter
2022-03-29,49,NA,Toronto,Youth,Emergency,49,NA,NA,Shelter
2022-03-29,27,NA,Toronto,Youth,Transitional,27,NA,NA,Shelter
2022-03-29,44,NA,Toronto,Mixed Adult,Emergency,44,NA,NA,24-Hour Respite Site
2022-03-29,49,NA,Scarborough,Mixed Adult,Emergency,49,NA,NA,24-Hour Respite Site
2022-03-29,NA,225,Toronto,Mixed Adult,Emergency,245,97.83,230,Motel/Hotel Shelter
2022-03-29,41,NA,Toronto,Mixed Adult,Emergency,41,NA,NA,Shelter
2022-03-29,NA,90,Toronto,Mixed Adult,Emergency,90,100,90,Motel/Hotel Shelter
2022-03-29,NA,49,Toronto,Mixed Adult,Emergency,51,100,49,Motel/Hotel Shelter
2022-03-29,22,NA,Toronto,Men,Emergency,22,NA,NA,Shelter
2022-03-29,44,NA,Toronto,Youth,Transitional,44,NA,NA,Shelter
2022-03-29,16,NA,Toronto,Youth,Emergency,16,NA,NA,Shelter
2022-03-29,NA,40,Toronto,Youth,Emergency,40,100,40,Motel/Hotel Shelter
2022-03-29,4,NA,Toronto,Mixed Adult,Transitional,4,NA,NA,Shelter
2022-03-29,8,NA,Toronto,Mixed Adult,Transitional,8,NA,NA,Shelter
2022-03-29,36,NA,Toronto,Women,Transitional,36,NA,NA,Shelter
2022-03-29,24,NA,Toronto,Women,Transitional,24,NA,NA,Shelter
2022-03-29,43,NA,Toronto,Women,Emergency,43,NA,NA,24-Hour Women's Drop-in
2022-03-29,23,NA,Toronto,Women,Emergency,23,NA,NA,Shelter
2022-03-29,54,NA,Toronto,Mixed Adult,Emergency,54,NA,NA,Shelter
2022-03-29,NA,269,North York,Mixed Adult,Emergency,279,100,269,Motel/Hotel Shelter
2022-03-29,45,NA,Toronto,Mixed Adult,Emergency,45,NA,NA,24-Hour Respite Site
2022-03-29,5,NA,Toronto,Youth,Emergency,5,NA,NA,Shelter
2022-03-29,24,NA,Toronto,Youth,Transitional,24,NA,NA,Shelter
2022-03-29,25,NA,Toronto,Men,Transitional,25,NA,NA,Shelter
2022-03-29,25,NA,Toronto,Men,Emergency,25,NA,NA,Shelter
2022-03-29,5,NA,Toronto,Men,Transitional,5,NA,NA,Shelter
2022-03-29,NA,46,Toronto,Men,Emergency,46,100,46,Motel/Hotel Shelter
2022-03-29,45,NA,Toronto,Women,Emergency,45,NA,NA,Shelter
2022-03-29,NA,92,Toronto,Mixed Adult,Emergency,101,98.92,93,Motel/Hotel Shelter
2022-03-29,47,NA,Toronto,Mixed Adult,Emergency,47,NA,NA,Shelter
2022-03-29,19,NA,Toronto,Men,Emergency,19,NA,NA,Shelter
2022-03-29,27,NA,Toronto,Women,Emergency,27,NA,NA,Shelter
2022-03-29,52,NA,Scarborough,Mixed Adult,Emergency,52,NA,NA,Shelter
2022-03-29,NA,84,Toronto,Mixed Adult,Transitional,84,100,84,Motel/Hotel Shelter
2022-03-29,NA,219,Toronto,Mixed Adult,Emergency,244,100,219,Motel/Hotel Shelter
2022-03-29,NA,271,Scarborough,Mixed Adult,Emergency,305,100,271,Motel/Hotel Shelter
2022-03-29,60,NA,North York,Mixed Adult,Emergency,60,NA,NA,Warming Centre
2022-03-29,25,NA,Toronto,Mixed Adult,Emergency,25,NA,NA,Warming Centre
2022-03-29,34,NA,Toronto,Mixed Adult,Emergency,34,NA,NA,24-Hour Respite Site
2022-03-29,51,NA,Toronto,Mixed Adult,Emergency,51,NA,NA,Shelter
2022-03-29,37,NA,Toronto,Mixed Adult,Emergency,37,NA,NA,Shelter
2022-03-29,130,NA,North York,Men,Emergency,130,NA,NA,Shelter
2022-03-29,35,NA,North York,Women,Emergency,35,NA,NA,Shelter
2022-03-29,18,NA,Toronto,Youth,Emergency,18,NA,NA,Shelter
2022-03-29,NA,43,Scarborough,Youth,Emergency,43,100,43,Motel/Hotel Shelter
2022-03-29,15,NA,Toronto,Youth,Emergency,15,NA,NA,Shelter
2022-03-29,27,NA,Toronto,Mixed Adult,Emergency,27,NA,NA,24-Hour Respite Site
2022-03-29,44,NA,Toronto,Men,Emergency,44,NA,NA,Shelter
2022-03-29,12,NA,Toronto,Men,Transitional,12,NA,NA,Shelter
2022-03-29,6,NA,Toronto,Youth,Emergency,6,NA,NA,Shelter
2022-03-29,NA,12,Toronto,Youth,Emergency,12,85.71,14,Motel/Hotel Shelter
2022-03-29,19,NA,Toronto,Women,Emergency,19,NA,NA,24-Hour Women's Drop-in
2022-03-29,15,NA,Toronto,Women,Transitional,15,NA,NA,Shelter
2022-03-29,20,NA,Toronto,Women,Emergency,20,NA,NA,Shelter
2022-03-29,27,NA,Toronto,Women,Emergency,27,NA,NA,Shelter
2022-03-29,25,NA,Toronto,Women,Transitional,25,NA,NA,Shelter
2022-03-29,19,NA,Toronto,Mixed Adult,Emergency,19,NA,NA,24-Hour Respite Site
2022-03-29,43,NA,Toronto,Mixed Adult,Emergency,43,NA,NA,24-Hour Respite Site
2022-03-29,NA,31,Toronto,Men,Emergency,31,100,31,Motel/Hotel Shelter
2022-03-29,28,NA,Toronto,Women,Emergency,28,NA,NA,Shelter
2022-03-29,NA,33,Toronto,Women,Emergency,47,100,33,Motel/Hotel Shelter
2022-03-29,NA,66,Toronto,Families,Transitional,221,100,66,Shelter
2022-03-29,67,NA,Toronto,Mixed Adult,Emergency,67,NA,NA,Shelter
2022-03-29,NA,20,Toronto,Families,Transitional,58,86.96,23,Shelter
2022-03-29,49,NA,Toronto,Women,Emergency,49,NA,NA,Shelter
2022-03-29,NA,74,North York,Women,Emergency,74,100,74,Motel/Hotel Shelter
2022-03-29,53,NA,Toronto,Men,Emergency,53,NA,NA,Shelter
2022-03-29,NA,129,Scarborough,Men,Emergency,129,100,129,Motel/Hotel Shelter
2022-03-29,225,NA,Toronto,Men,Emergency,225,NA,NA,Shelter
2022-03-29,36,NA,Toronto,Men,Emergency,36,NA,NA,Shelter
2022-03-29,NA,76,North York,Men,Emergency,76,100,76,Motel/Hotel Shelter
2022-03-29,39,NA,Toronto,Men,Emergency,39,NA,NA,Shelter
2022-03-29,30,NA,Toronto,Women,Emergency,30,NA,NA,Shelter
2022-03-29,47,NA,Toronto,Men,Emergency,47,NA,NA,Shelter
2022-03-29,NA,3,Toronto,Families,Emergency,12,100,3,Shelter
2022-03-29,6,NA,Toronto,Mixed Adult,Emergency,6,NA,NA,Shelter
2022-03-29,16,NA,Toronto,Youth,Emergency,16,NA,NA,Shelter
2022-03-29,38,NA,Toronto,Mixed Adult,Emergency,38,NA,NA,24-Hour Respite Site
2022-03-29,10,NA,,Women,Emergency,10,NA,NA,Shelter
2022-03-29,NA,26,Toronto,Families,Emergency,96,100,26,Shelter
2022-03-29,18,NA,Toronto,Youth,Emergency,18,NA,NA,Shelter
2022-03-29,NA,41,Toronto,Youth,Emergency,41,97.62,42,Motel/Hotel Shelter
2022-03-29,22,NA,Toronto,Youth,Transitional,22,NA,NA,Shelter
2022-03-29,24,NA,Toronto,Women,Emergency,24,NA,NA,Shelter
2022-03-29,24,NA,Toronto,Youth,Emergency,24,NA,NA,Shelter
2022-03-29,19,NA,Toronto,Women,Emergency,19,NA,NA,Shelter
2022-03-29,20,NA,Toronto,Youth,Emergency,20,NA,NA,Shelter
2022-03-29,23,NA,Etobicoke,Youth,Emergency,23,NA,NA,Shelter
2022-03-29,14,NA,Etobicoke,Youth,Transitional,14,NA,NA,Shelter
2022-03-29,10,NA,Scarborough,Youth,Emergency,10,NA,NA,Shelter
2022-03-29,31,NA,Scarborough,Youth,Transitional,31,NA,NA,Shelter
2022-03-30,NA,54,Toronto,Families,Emergency,217,100,54,Motel/Hotel Shelter
2022-03-30,NA,15,Toronto,Mixed Adult,Emergency,29,100,15,Motel/Hotel Shelter
2022-03-30,8,NA,Toronto,Mixed Adult,Emergency,8,NA,NA,Shelter
2022-03-30,NA,86,North York,Families,Emergency,253,100,86,Motel/Hotel Shelter
2022-03-30,NA,118,North York,Families,Emergency,390,100,118,Motel/Hotel Shelter
2022-03-30,NA,13,North York,Mixed Adult,Emergency,13,100,13,Motel/Hotel Shelter
2022-03-30,NA,150,Etobicoke,Mixed Adult,Emergency,155,100,150,Motel/Hotel Shelter
2022-03-30,NA,39,Toronto,Men,Emergency,39,100,39,Motel/Hotel Shelter
2022-03-30,33,NA,Toronto,Men,Emergency,33,NA,NA,Shelter
2022-03-30,15,NA,Toronto,Men,Emergency,15,NA,NA,Shelter
2022-03-30,NA,22,Toronto,Families,Emergency,57,100,22,Shelter
2022-03-30,NA,64,Toronto,Families,Emergency,217,98.46,65,Shelter
2022-03-30,NA,12,North York,Families,Emergency,24,100,12,Motel/Hotel Shelter
2022-03-30,NA,81,North York,Mixed Adult,Emergency,81,97.59,83,Motel/Hotel Shelter
2022-03-30,NA,14,North York,Families,Emergency,27,100,14,Motel/Hotel Shelter
2022-03-30,NA,74,North York,Mixed Adult,Emergency,74,100,74,Motel/Hotel Shelter
2022-03-30,12,NA,Toronto,Men,Transitional,12,NA,NA,Shelter
2022-03-30,NA,71,Toronto,Mixed Adult,Emergency,138,100,71,Motel/Hotel Shelter
2022-03-30,NA,100,Scarborough,Women,Emergency,100,100,100,Motel/Hotel Shelter
2022-03-30,NA,43,Toronto,Families,Emergency,163,100,43,Shelter
2022-03-30,NA,25,Toronto,Families,Emergency,79,100,25,Motel/Hotel Shelter
2022-03-30,NA,20,Toronto,Families,Emergency,38,100,20,Motel/Hotel Shelter
2022-03-30,NA,20,Toronto,Families,Emergency,48,100,20,Motel/Hotel Shelter
2022-03-30,1,NA,Toronto,Men,Emergency,1,NA,NA,Shelter
2022-03-30,36,NA,Toronto,Men,Transitional,36,NA,NA,Shelter
2022-03-30,NA,68,Vaughan,Mixed Adult,Emergency,73,100,68,Motel/Hotel Shelter
2022-03-30,24,NA,Toronto,Men,Transitional,24,NA,NA,Shelter
2022-03-30,NA,35,Toronto,Families,Emergency,93,97.22,36,Shelter
2022-03-30,NA,4,,Mixed Adult,Emergency,4,6.45,62,Isolation/Recovery Site
2022-03-30,NA,23,Scarborough,Mixed Adult,Emergency,46,100,23,Motel/Hotel Shelter
2022-03-30,90,NA,Toronto,Mixed Adult,Transitional,90,NA,NA,Shelter
2022-03-30,50,NA,Toronto,Men,Emergency,50,NA,NA,Shelter
2022-03-30,43,NA,Toronto,Men,Emergency,43,NA,NA,Shelter
2022-03-30,81,NA,Toronto,Men,Emergency,81,NA,NA,Shelter
2022-03-30,66,NA,Toronto,Men,Emergency,66,NA,NA,Shelter
2022-03-30,18,NA,Toronto,Men,Transitional,18,NA,NA,Shelter
2022-03-30,10,NA,Toronto,Men,Emergency,10,NA,NA,Shelter
2022-03-30,53,NA,Toronto,Men,Emergency,53,NA,NA,Shelter
2022-03-30,15,NA,Toronto,Mixed Adult,Emergency,15,NA,NA,Warming Centre
2022-03-30,11,NA,Toronto,Mixed Adult,Transitional,11,NA,NA,Shelter
2022-03-30,NA,63,Toronto,Mixed Adult,Emergency,68,100,63,Motel/Hotel Shelter
2022-03-30,4,NA,Toronto,Women,Emergency,4,NA,NA,Shelter
2022-03-30,74,NA,Toronto,Women,Emergency,74,NA,NA,Shelter
2022-03-30,54,NA,Scarborough,Mixed Adult,Emergency,54,NA,NA,24-Hour Respite Site
2022-03-30,NA,33,Toronto,Mixed Adult,Emergency,39,100,33,Motel/Hotel Shelter
2022-03-30,20,NA,Toronto,Men,Emergency,20,NA,NA,Shelter
2022-03-30,NA,41,Toronto,Youth,Emergency,41,97.62,42,Motel/Hotel Shelter
2022-03-30,49,NA,Toronto,Youth,Emergency,49,NA,NA,Shelter
2022-03-30,27,NA,Toronto,Youth,Transitional,27,NA,NA,Shelter
2022-03-30,44,NA,Toronto,Mixed Adult,Emergency,44,NA,NA,24-Hour Respite Site
2022-03-30,49,NA,Scarborough,Mixed Adult,Emergency,49,NA,NA,24-Hour Respite Site
2022-03-30,NA,224,Toronto,Mixed Adult,Emergency,244,97.39,230,Motel/Hotel Shelter
2022-03-30,41,NA,Toronto,Mixed Adult,Emergency,41,NA,NA,Shelter
2022-03-30,NA,90,Toronto,Mixed Adult,Emergency,90,100,90,Motel/Hotel Shelter
2022-03-30,NA,49,Toronto,Mixed Adult,Emergency,51,100,49,Motel/Hotel Shelter
2022-03-30,22,NA,Toronto,Men,Emergency,22,NA,NA,Shelter
2022-03-30,44,NA,Toronto,Youth,Transitional,44,NA,NA,Shelter
2022-03-30,16,NA,Toronto,Youth,Emergency,16,NA,NA,Shelter
2022-03-30,NA,41,Toronto,Youth,Emergency,41,100,41,Motel/Hotel Shelter
2022-03-30,4,NA,Toronto,Mixed Adult,Transitional,4,NA,NA,Shelter
2022-03-30,9,NA,Toronto,Mixed Adult,Transitional,9,NA,NA,Shelter
2022-03-30,37,NA,Toronto,Women,Transitional,37,NA,NA,Shelter
2022-03-30,24,NA,Toronto,Women,Transitional,24,NA,NA,Shelter
2022-03-30,43,NA,Toronto,Women,Emergency,43,NA,NA,24-Hour Women's Drop-in
2022-03-30,23,NA,Toronto,Women,Emergency,23,NA,NA,Shelter
2022-03-30,54,NA,Toronto,Mixed Adult,Emergency,54,NA,NA,Shelter
2022-03-30,NA,267,North York,Mixed Adult,Emergency,277,100,267,Motel/Hotel Shelter
2022-03-30,44,NA,Toronto,Mixed Adult,Emergency,44,NA,NA,24-Hour Respite Site
2022-03-30,5,NA,Toronto,Youth,Emergency,5,NA,NA,Shelter
2022-03-30,24,NA,Toronto,Youth,Transitional,24,NA,NA,Shelter
2022-03-30,25,NA,Toronto,Men,Transitional,25,NA,NA,Shelter
2022-03-30,25,NA,Toronto,Men,Emergency,25,NA,NA,Shelter
2022-03-30,5,NA,Toronto,Men,Transitional,5,NA,NA,Shelter
2022-03-30,NA,46,Toronto,Men,Emergency,46,100,46,Motel/Hotel Shelter
2022-03-30,49,NA,Toronto,Women,Emergency,49,NA,NA,Shelter
2022-03-30,NA,91,Toronto,Mixed Adult,Emergency,100,100,91,Motel/Hotel Shelter
2022-03-30,46,NA,Toronto,Mixed Adult,Emergency,46,NA,NA,Shelter
2022-03-30,19,NA,Toronto,Men,Emergency,19,NA,NA,Shelter
2022-03-30,30,NA,Toronto,Women,Emergency,30,NA,NA,Shelter
2022-03-30,52,NA,Scarborough,Mixed Adult,Emergency,52,NA,NA,Shelter
2022-03-30,NA,84,Toronto,Mixed Adult,Transitional,84,100,84,Motel/Hotel Shelter
2022-03-30,NA,215,Toronto,Mixed Adult,Emergency,240,99.54,216,Motel/Hotel Shelter
2022-03-30,NA,271,Scarborough,Mixed Adult,Emergency,305,100,271,Motel/Hotel Shelter
2022-03-30,60,NA,North York,Mixed Adult,Emergency,60,NA,NA,Warming Centre
2022-03-30,22,NA,Toronto,Mixed Adult,Emergency,22,NA,NA,Warming Centre
2022-03-30,30,NA,Toronto,Mixed Adult,Emergency,30,NA,NA,24-Hour Respite Site
2022-03-30,51,NA,Toronto,Mixed Adult,Emergency,51,NA,NA,Shelter
2022-03-30,37,NA,Toronto,Mixed Adult,Emergency,37,NA,NA,Shelter
2022-03-30,130,NA,North York,Men,Emergency,130,NA,NA,Shelter
2022-03-30,35,NA,North York,Women,Emergency,35,NA,NA,Shelter
2022-03-30,18,NA,Toronto,Youth,Emergency,18,NA,NA,Shelter
2022-03-30,NA,43,Scarborough,Youth,Emergency,43,100,43,Motel/Hotel Shelter
